1013,Tuesday Mini,Puppeteer scr,/reshyc/2018/club_tuesdaymini_puppeteer_scr.htm
1014,Tuesday Mini,Puppeteer hcap,/reshyc/2018/club_tuesdaymini_puppeteer_hcap.htm
1015,Tuesday Mini,Squib scr,/reshyc/2018/club_tuesdaymini_squib_scr.htm
1016,Tuesday Mini,Squib hcap,/reshyc/2018/club_tuesdaymini_squib_hcap.htm
1017,Tue + Sat Mini,17 Footer scr,/reshyc/2018/club_tue_sat_mini_17footer_scr.htm
1018,Tue + Sat Mini,17 Footer hcap,/reshyc/2018/club_tue_sat_mini_17footer_hcap.htm
1020,Wednesday Mini,Class 2 irc,/reshyc/2018/club_wednesdaymini_class2_irc.htm
1021,Wednesday Mini,Class 3 irc,/reshyc/2018/club_wednesdaymini_class3_irc.htm
1022,Wednesday Mini,Class 3 hcap,/reshyc/2018/club_wednesdaymini_class3_hph.htm
1023,Wednesday Mini,White Sail irc,/reshyc/2018/club_wednesdaymini_whitesails_irc_1.htm
1024,Wednesday Mini,White Sail hcap,/reshyc/2018/club_wednesdaymini_whitesails_hph_2.htm
1025,Wednesday Mini,Class 1 & 2 hcap,/reshyc/2018/club_wednesdaymini_class1_2_hcap.htm
873,Tuesday Series 1,Puppeteer scr,/reshyc/2018/club_tuesday_s1_puppeteer_scr_1.htm
874,Tuesday Series 1,Puppeteer hcap,/reshyc/2018/club_tuesday_s1_puppeteer_hcap_1.htm
875,Tuesday Series 1,Squib scr,/reshyc/2018/club_tuesday_s1_squib_scr_1.htm
876,Tuesday Series 1,Squib hcap,/reshyc/2018/club_tuesday_s1_squib_hcap_1.htm
877,Tue + Sat Series 1,17 Footer scr,/reshyc/2018/club_tue_sat_s1_17footer_scr_1.htm
878,Tue + Sat Series 1,17 Footer hcap,/reshyc/2018/club_tue_sat_s1_17footer_hcap_1.htm
879,Wednesday Series 1,Class 1 irc,
880,Wednesday Series 1,Class 1 hcap,
881,Wednesday Series 1,Class 2 irc,/reshyc/2018/club_wednesday_s1_class2_irc.htm
882,Wednesday Series 1,Class 1 & 2 hcap,/reshyc/2018/club_wednesday_s1_class1_2_hcap.htm
883,Wednesday Series 1,Class 3 irc,/reshyc/2018/club_wednesday_s1_class3_irc.htm
884,Wednesday Series 1,Class 3 hcap,/reshyc/2018/club_wednesday_s1_class3_hcap.htm
885,Wednesday Series 1,White Sails irc,/reshyc/2018/club_wednesday_s1_whitesails_irc.htm
886,Wednesday Series 1,White Sails hcap,/reshyc/2018/club_wednesday_s1_whitesails_hcap.htm
887,Saturday One Design S1,Puppeteer Scratch,/reshyc/2018/club_Saturday_one_design_s1_puppeteer_scr.htm
888,Saturday One Design S1,Puppeteer Hcap,/reshyc/2018/club_saturday_one_design_s1_puppeteer_hcap_1.htm
889,Saturday One Design S1,Squib Scratch,/reshyc/2018/club_saturday_one_design_s1_squib_scr.htm
890,Saturday One Design S1,Squib Hcap,/reshyc/2018/club_saturday_one_design_s1_squib_hcap.htm
895,Saturday Whitesails,Cruisers IRC,/reshyc/2018/club_saturday_cruisers_whitesails_cruisers_ws_irc_1.htm
896,Saturday Whitesails,Cruisers Hcap,/reshyc/2018/club_saturday_cruisers_whitesails_cruisers_ws_hcap_2.htm
946,Tue + Sat Series 2,17 Footer scr,/reshyc/2018/club_tue_sat_s2_17footer_scr.htm
947,Tue + Sat Series 2,17 Footer hcap,/reshyc/2018/club_tue_sat_s2_17footer_hcap.htm
948,Tuesday Series 2,Puppeteer scr,/reshyc/2018/club_tuesday_s2_puppeteer_scr_2.htm
949,Tuesday Series 2,Puppeteer hcap,/reshyc/2018/club_tuesday_s2_puppeteer_hcap_1.htm
950,Tuesday Series 2,Squib scr,/reshyc/2018/club_tuesday_s2_squib_scr_1.htm
951,Tuesday Series 2,Squib hcap,/reshyc/2018/club_tuesday_s2_squib_hcap_1.htm
952,Wednesday Series 2,Class 1 irc,
953,Wednesday Series 2,Class 1 hcap,
954,Wednesday Series 2,Class 2 IRC,/reshyc/2018/club_wednesday_s2_class2_irc.htm
955,Wednesday Series 2,Class 1 & 2 hcap,/reshyc/2018/club_wednesday_s2_class1_2_hcap.htm
956,Wednesday Series 2,Class 3 IRC,/reshyc/2018/club_wednesday_s2_class3_irc.htm
957,Wednesday Series 2,Class 3 hcap,/reshyc/2018/club_wednesday_s2_class3_hcap.htm
958,Wednesday Series 2,White Sails irc,/reshyc/2018/club_wednesday_s2_whitesails_irc.htm
959,Wednesday Series 2,White Sails hcap,/reshyc/2018/club_wednesday_s2_whitesails_hcap.htm
960,Saturday One Design S2,Puppeteer scr,/reshyc/2018/club_Saturday_one_design_s2_puppeteer_scr_1.htm
961,Saturday One Design S2,Puppeteer Hcap,/reshyc/2018/club_saturday_one_design_s2_puppeteer_hcap_1.htm
962,Saturday One Design S2,Squib scr,/reshyc/2018/club_saturday_one_design_s2_squib_scr.htm
963,Saturday One Design S2,Squib hcap,/reshyc/2018/club_saturday_one_design_s2_squib_hcap.htm
971,Tuesday Series 3,Puppeteer scr,/reshyc/2018/club_tuesday_s3_puppeteer_scr.htm
972,Tue + Sat Series 3,17 Footer scr,/reshyc/2018/club_tue_sat_s3_17footer_scr1.htm
973,Tue + Sat Series 3,17 Footer hcap,/reshyc/2018/club_tue_sat_s3_17footer_hcap_1.htm
974,Wednesday Series 3,Class 1 irc,
975,Wednesday Series 3,Class 1 hcap,
976,Wednesday Series 3,Class 2 irc,/reshyc/2018/club_wednesday_s3_class2_irc.htm
977,Wednesday Series 3,Class 1 & 2 hcap,/reshyc/2018/club_wednesday_s3_class1_2_hcap.htm
978,Wednesday Series 3,Class 3 irc,/reshyc/2018/club_wednesday_s3_class3_irc_1.htm
979,Wednesday Series 3,Class 3 hcap,/reshyc/2018/club_wednesday_s3_class3_hcap.htm
980,Wednesday Series 3,White Sails irc,/reshyc/2018/club_wednesday_s3_whitesails_irc.htm
981,Wednesday Series 3,White Sails hcap,/reshyc/2018/club_wednesday_s3_whitesails_hcap.htm
982,Saturday One Design S3,Puppeteer scr,/reshyc/2018/club_Saturday_one_design_s3_puppeteer_scr.htm
983,Saturday One Design S3,Puppeteer hcap,/reshyc/2018/club_Saturday_one_design_s3_puppeteer_hcap.htm
984,Saturday One Design S3,Squib scr,/reshyc/2018/club_Saturday_one_design_s3_squib_scr.htm
985,Saturday One Design S3,Squib hcap,/reshyc/2018/club_Saturday_one_design_s3_squib_hcap.htm
987,Tuesday Series 3,Squib scr,/reshyc/2018/club_tuesday_s3_squib_scr.htm
988,Tuesday Series 3,Puppeteer hcap,/reshyc/2018/club_tuesday_s3_puppeteer_hcap.htm
989,Tuesday Series 3,Squib hcap,/reshyc/2018/club_tuesday_s3_squib_hcap.htm
