1466,Fingal Series,Class 1 IRC,/reshyc/2021/open_fingal_class1_irc.htm
1467,Fingal Series,Class 1 HPH,/reshyc/2021/open_fingal_class1_hph.htm
1468,Fingal Series,class 2 IRC,/reshyc/2021/open_fingal_class2_irc.htm
1469,Fingal Series,Class 2 HPH,/reshyc/2021/open_fingal_class2_hph.htm
1470,Fingal Series,Class 3 IRC,/reshyc/2021/open_fingal_class3_irc.htm
1471,Fingal Series,Class 3 HPH,/reshyc/2021/open_fingal_class3_hph.htm
1472,Fingal Series,White Sails IRC,/reshyc/2021/open_fingal_whitesails_irc.htm
1473,Fingal Series,White Sails HPH,/reshyc/2021/open_fingal_whitesails_hph.htm
1494,Lambay Race Howth Regatta,White Sails IRC,/reshyc/2021/lambay_whitesails_irc.htm
1495,Lambay Race Howth Regatta,White Sails HPH,/reshyc/2021/lambay_whitesails_hph.htm
1496,Lambay Race Howth Regatta,Class 1 IRC,/reshyc/2021/lambay_class1_irc.htm
1497,Lambay Race Howth Regatta,Class 1 HPH,/reshyc/2021/lambay_class1_hph.htm
1498,Lambay Race Howth Regatta,Class 2 HPH,/reshyc/2021/lambay_class2_hph.htm
1499,Lambay Race Howth Regatta,Class 2 IRC,/reshyc/2021/lambay_class2_irc.htm
1500,Lambay Race Howth Regatta,Class 3 IRC,/reshyc/2021/lambay_class3_irc.htm
1501,Lambay Race Howth Regatta,Class 3 HPH,/reshyc/2021/lambay_class3_hph.htm
1502,Lambay Race Howth Regatta,J80 HPH,/reshyc/2021/lambay_j80_hph.htm
1503,Lambay Race Howth Regatta,J80 SCR,/reshyc/2021/lambay_j80_scr.htm
1504,Lambay Race Howth Regatta,H17 SCR,/reshyc/2021/lambay_h17_scr.htm
1505,Lambay Race Howth Regatta,H17 HPH,/reshyc/2021/lambay_h17_hph.htm
1506,Lambay Race Howth Regatta,Puppeteer HPH,/reshyc/2021/lambay_pup_hph.htm
1507,Lambay Race Howth Regatta,Puppeteer Scr,/reshyc/2021/lambay_pup_scr.htm
1508,Lambay Race Howth Regatta,Squib SCR,/reshyc/2021/lambay_squib_scr.htm
1509,Lambay Race Howth Regatta,Squib HPH,/reshyc/2021/lambay_squib_hph.htm
1510,Lambay Race Howth Regatta,J80 IRC,/reshyc/2021/lambay_j80_irc.htm
1533,1720's Easterns,1720,/reshyc/2021/open_1720_scr.htm
1535,Aqua Double Handed Challenge,White Sails IRC,/reshyc/2021/open_aqua_whitesails_irc.htm
1536,Aqua Double Handed Challenge,White Sails ECHO,/reshyc/2021/open_aqua_whitesails_echo.htm
1537,Aqua Double Handed Challenge,Cruiser IRC,/reshyc/2021/open_aqua_cruiser_irc.htm
1538,Aqua Double Handed Challenge,Cruiser ECHO,/reshyc/2021/open_aqua_cruiser_echo.htm
1539,Aqua Double Handed Challenge,Puppeteer Scr,/reshyc/2021/open_aqua_pup_scr.htm
1540,Aqua Double Handed Challenge,J80 SCR,/reshyc/2021/open_aqua_j80_scr.htm
1544,Puppeteer Nat. Championship,Puppeteer Scr,/reshyc/2021/open_nationals_pup_scr.htm
1545,Puppeteer Nat. Championship,Puppeteer HPH,/reshyc/2021/open_nationals_pup_hph.htm
1547,H17 National Championship,H17 SCR,/reshyc/2021/open_nationals_17_scr.htm
1549,H17 National Championship,H17 HPH,/reshyc/2021/open_nationals_17_hph.htm
1567,X302 Challenge,X302 IRC,/reshyc/2021/open_x302_irc.htm
1568,Irish Half Ton Cup,Half Ton IRC,/reshyc/2021/open_halfton_irc.htm
1583,J24 Eastern Championship,J24 Scr,/reshyc/2021/open_j24_scr.htm
1584,420 National Championship,420 Scr,/reshyc/2021/open_420_scr.htm
1586,Squib Easterns,Squib SCR,/reshyc/2021/open_squib_eastern_scr.htm
1587,Autumn League,Class 1 ECHO,/reshyc/2021/open_autumnleague_class1_echo.htm
1588,Autumn League,Class 1 IRC,/reshyc/2021/open_autumnleague_class1_irc.htm
1589,Autumn League,Class 2 ECHO,/reshyc/2021/open_autumnleague_class2_echo.htm
1590,Autumn League,Class 2 IRC,/reshyc/2021/open_autumnleague_class2_irc.htm
