2198,SC TESTING,Puppeteer HPH,/reshyc/sc-test/series1_tue_pup_hph.htm
2199,SC TESTING,Puppeteer Scratch,/reshyc/sc-test/series1_tue_pup_scr.htm
2200,SC TESTING,Squib HPH,/reshyc/sc-test/series1_tue_squib_hph.htm
2201,SC TESTING,Squib Scratch,/reshyc/sc-test/series1_tue_squib_scr.htm
2202,SC TESTING,Howth 17 HPH,/reshyc/sc-test/series1_tuesat_h17_hph.htm
2203,SC TESTING,Howth 17 Scratch,/reshyc/sc-test/series1_tuesat_h17_scr.htm
2205,SC TESTING,Wednesday Series 1,Division A,HPH,/reshyc/sc-test/series1_seriesa_hph.htm
2206,SC TESTING,Wednesday Series 1,Division A,IRC,/reshyc/sc-test/series1_seriesa_irc.htm
2207,SC TESTING,Wednesday Series 1,Division B,HPH,/reshyc/sc-test/series1_seriesb_hph.htm
2208,SC TESTING,Wednesday Series 1,Division B,IRC,/reshyc/sc-test/series1_seriesb_irc.htm
2209,SC TESTING,Wednesday Series 1,Division C,HPH,/reshyc/sc-test/series1_seriesc_hph.htm
2210,SC TESTING,Wednesday Series 1,Division C,IRC,/reshyc/sc-test/series1_seriesc_irc.htm
2211,SC TESTING,Saturday Series 1,Division B,HPH,/reshyc/sc-test/series1_sat_divb_hph.htm
2212,SC TESTING,Saturday Series 1,DivisionB,IRC,/reshyc/sc-test/series1_sat_divb_irc.htm
2213,SC TESTING,Dinghies, PY,/reshyc/sc-test/series1_dinghies_py.htm
2214,SC TESTING,Optimist,/reshyc/sc-test/series1_dinghies_opt.htm
2215,SC TESTING,Saturday Series 1, Puppeteers, HPH,/reshyc/sc-test/series1_sat_pup_hph.htm
2216,SC TESTING,Saturday Series 1, Puppeteers, Scratch,/reshyc/sc-test/series1_sat_pup_scr.htm
2217,SC TESTING,Saturday Series 1, Squibs, HPH,/reshyc/sc-test/series1_sat_squib_hph.htm
2218,SC TESTING,Saturday Series 1, Squibs, Scratch,/reshyc/sc-test/series1_sat_squib_scr.htm
2219,SC TESTING,Saturday Series 1,Division C,HPH,/reshyc/sc-test/series1_sat_divc_hph.htm
2220,SC TESTING,Saturday Series 1,Division C,IRC,/reshyc/sc-test/series1_sat_divc_irc.htm
461,Tuesday Series 1,Puppeteer hcap,/reshyc/2016/club/tuesday_s1/puppeteer_hcap.htm
462,Tue + Sat Series 1,17 Footer scr,/reshyc/2016/club/tue_sat_s1/17footer_scr.htm
464,Saturday One Design S1,Puppeteer Scatch,/reshyc/2016/club/saturday_oneDesign_s1/puppeteer_scr.htm
465,Tuesday Series 1,Puppeteer scr,/reshyc/2016/club/tuesday_s1/puppeteer_scr.htm
466,Tuesday Series 1,Squib scr,/reshyc/2016/club/tuesday_s1/squib_scr.htm
467,Tuesday Series 1,Squib hcap,/reshyc/2016/club/tuesday_s1/squib_hcap.htm
468,Tue + Sat Series 1,17 Footer hcap,/reshyc/2016/club/tue_sat_s1/17footer_hcap.htm
470,Wednesday Series 1,Class 2 irc,/reshyc/2016/club/wednesday_s1/class2_irc.htm
471,Wednesday Series 1,Class 2 hcap,/reshyc/2016/club/wednesday_s1/class2_hcap.htm
472,Wednesday Series 1,Class 3 irc,/reshyc/2016/club/wednesday_s1/class3_irc.htm
473,Wednesday Series 1,Class 3 hcap,/reshyc/2016/club/wednesday_s1/class3_hcap.htm
474,Wednesday Series 1,White Sails irc,/reshyc/2016/club/wednesday_s1/whitesails_irc.htm
475,Wednesday Series 1,White Sails hcap,/reshyc/2016/club/wednesday_s1/whitesails_hcap.htm
476,Saturday One Design S1,Puppeteer Hcap,/reshyc/2016/club/saturday_oneDesign_s1/puppeteer_hcap.htm
477,Saturday One Design S1,Squib Scr,
478,Saturday One Design S1,Squib Hcap,
479,Saturday Whitesails,cruisers IRC,/reshyc/2016/club/saturday_cruisers_whitesails/cruisers_ws_irc.htm
480,Saturday Whitesails,cruisers Hcap,/reshyc/2016/club/saturday_cruisers_whitesails/cruisers_ws_hcap.htm
481,Dinghy Spring Series,Optimist,/reshyc/2016/club/Dinghy_May/Dinghy_May-Oppyoall.htm
482,Dinghy Spring Series,Sundry Fast,/reshyc/2016/club/Dinghy_May/Dinghy_May-Sundry_Fast.htm
484,Wednesday Series 1,Class 1 & 2 hcap,/reshyc/2016/club/wednesday_s1/class1&2_hcap.htm
486,Wednesday Series 1,Class 1 & 2 irc,/reshyc/2016/club/wednesday_s1/class1&2_irc.htm
510,Tuesday Series 2,Puppeteer scr,/reshyc/2016/club/tuesday_s2/puppeteer_scr.htm
513,Wednesday Series 2,White Sail irc,/reshyc/2016/club/wednesday_s2/whitesails_irc.htm
515,Tuesday Series 2,Puppeteer hcap,/reshyc/2016/club/tuesday_s2/puppeteer_hcap.htm
516,Tue + Sat Series 2,17 Footer scr,/reshyc/2016/club/tue_sat_s2/17footer_scr.htm
517,Tue + Sat Series 2,17 Footer hcap,/reshyc/2016/club/tue_sat_s2/17footer_hcap.htm
519,Wednesday Series 2,Class 1 hcap,/reshyc/2016/club/wednesday_s2/class1_hcap.htm
520,Wednesday Series 2,Class 2 irc,/reshyc/2016/club/wednesday_s2/class2_irc.htm
521,Wednesday Series 2,Class 1 irc,/reshyc/2016/club/wednesday_s2/class1_irc.htm
522,Wednesday Series 2,Class 2 hcap,/reshyc/2016/club/wednesday_s2/class2_hcap.htm
523,Wednesday Series 2,Class 3 hcap,/reshyc/2016/club/wednesday_s2/class3_hcap.htm
524,Wednesday Series 2,Class 3 irc,/reshyc/2016/club/wednesday_s2/class3_irc.htm
526,Wednesday Series 2,White Sail hcap,/reshyc/2016/club/wednesday_s2/whitesails_hcap.htm
527,Tuesday Series 2,Squib hcap,/reshyc/2016/club/tuesday_s2/squib_hcap.htm
528,Tuesday Series 2,Squib scr,/reshyc/2016/club/tuesday_s2/squib_scr.htm
530,Saturday One Design S2,Puppeteer scr,/reshyc/2016/club/saturday_oneDesign_s2/puppeteer_scr.htm
531,Saturday One Design S2,Puppeteer hcap,/reshyc/2016/club/saturday_oneDesign_s2/puppeteer_hcap.htm
532,Dinghy Spring Series,Sundry Slow,/reshyc/2016/club/Dinghy_May/Dinghy_May-Sundry_Slow.htm
533,Dinghy June Series,Optimist,/reshyc/2016/club/Dinghy_June/Dinghy_June-Oppyoall.htm
534,Dinghy June Series,Sundry Fast,/reshyc/2016/club/Dinghy_June/Dinghy_June-Sundry_Fast.htm
535,Dinghy June Series,Sundry Slow,/reshyc/2016/club/Dinghy_June/Dinghy_June-Sundry_Slow.htm
536,Dinghy Summer Series,Optimist,/reshyc/2016/club/Dinghy_Summer/Dinghy_Summer-Oppyoall.htm
537,Dinghy Summer Series,Sundry Fast,/reshyc/2016/club/Dinghy_Summer/Dinghy_Summer-Sundry_Fast.htm
538,Dinghy Summer Series,Sundry Slow,/reshyc/2016/club/Dinghy_Summer/Dinghy_Summer-Sundry_Slow.htm
550,Tue + Sat Series 3,17 Footer scr,/reshyc/2016/club/tue_sat_s3/17footer_scr.htm
551,Tue + Sat Series 3,17 Footer hcap,/reshyc/2016/club/tue_sat_s3/17footer_hcap.htm
552,Dinghy Summer Series,Optimist Regatta,/reshyc/2016/club/Dinghy_Summer/Dinghy_Summer-Oppyoall_Regatta.htm
553,Wednesday Series 2,Class 1 & 2 irc,/reshyc/2016/club/wednesday_s2/class1&2_irc.htm
554,Wednesday Series 2,Class 1 & 2 hcap,/reshyc/2016/club/wednesday_s2/class1&2_hcap.htm
561,Tuesday Series 3,Puppeteer scr,/reshyc/2016/club/tuesday_s3/puppeteer_scr.htm
562,Tuesday Series 3,Puppeteer hcap,/reshyc/2016/club/tuesday_s3/puppeteer_hcap.htm
563,Tuesday Series 3,Squib scr,/reshyc/2016/club/tuesday_s3/squib_scr.htm
564,Tuesday Series 3,Squib hcap,/reshyc/2016/club/tuesday_s3/squib_hcap.htm
565,Wednesday Series 3,Class 1 irc,/reshyc/2016/club/wednesday_s3/class1_irc.htm
567,Wednesday Series 3,Class 1 hcap,/reshyc/2016/club/wednesday_s3/class1_hcap.htm
569,Wednesday Series 3,Class 2 irc,/reshyc/2016/club/wednesday_s3/class2_irc.htm
