Sail Number,Finish,Status
2021,19:59:21,
22,20:00:52,
6413,20:01:36,
310,20:06:53,
15,20:05:56,
385,20:08:16,
386,20:14:40,
124,20:10:22,
318,20:21:01,
5526,20:20:41,
219,20:19:41,
79,20:26:22,
187,20:25:36,
384,20:21:26,
245,20:42:35,
101,,DNF
34,,DNF
