Sail Number,Finish,Status
15,20:26:35,
22,20:27:30,
384,20:31:54,
318,20:35:56,
383,20:33:59,
385,20:31:09,
386,20:33:38,
6413,20:33:31,
124,20:33:04,
1048,20:40:01,
50,20:34:56,
245,20:40:48,
34,20:40:40,
20,20:36:58,
2021,20:34:12,
219,20:38:36,
310,20:40:18,
101,,RET
